species,longitude,latitude,Combined,Point_X,Point_Y,Month,Same?,
Ixodes pacificus,-118.80027,36.51611,-118.80027+36.51611,107299.4364,-166086.2626,Jan,0,
Ixodes pacificus,-118.80027,36.51611,-118.80027+36.51611,107299.4364,-166086.2626,Jan,1,
Ixodes pacificus,-118.86278,34.08568,-118.86278+34.08568,104946.4477,-436033.805,Jan,0,
Ixodes pacificus,-118.86278,34.08568,-118.86278+34.08568,104946.4477,-436033.805,Jan,1,
Ixodes pacificus,-118.88611,34.34972,-118.88611+34.34972,102449.4275,-406766.5805,Jan,0,
Ixodes pacificus,-118.88611,34.34972,-118.88611+34.34972,102449.4275,-406766.5805,Jan,1,
Ixodes pacificus,-118.908,34.871,-118.908+34.871,99769.82842,-348936.1441,Jan,0,
Ixodes pacificus,-119.163717,34.560256,-119.163717+34.560256,76711.64387,-383665.8096,Jan,0,
Ixodes pacificus,-119.22666,34.29361,-119.22666+34.29361,71179.50981,-413304.1041,Jan,0,
Ixodes pacificus,-119.22666,34.29361,-119.22666+34.29361,71179.50981,-413304.1041,Jan,1,
Ixodes pacificus,-119.22666,34.29361,-119.22666+34.29361,71179.50981,-413304.1041,Jan,1,
Ixodes pacificus,-119.235,34.264,-119.235+34.264,70438.42078,-416595.6176,Jan,0,
Ixodes pacificus,-119.275779,34.511502,-119.275779+34.511502,66473.9784,-389161.1635,Jan,0,
Ixodes pacificus,-119.554731,34.43229,-119.554731+34.43229,40911.82328,-398109.7022,Jan,0,
Ixodes pacificus,-119.5914,34.4545,-119.5914+34.4545,37532.12772,-395660.1641,Jan,0,
Ixodes pacificus,-119.5914,34.4545,-119.5914+34.4545,37532.12772,-395660.1641,Jan,1,
Ixodes pacificus,-119.5914,34.454532,-119.5914+34.454532,37532.11241,-395656.613,Jan,0,
Ixodes pacificus,-119.5914,34.454532,-119.5914+34.454532,37532.11241,-395656.613,Jan,1,
Ixodes pacificus,-119.5914,34.454532,-119.5914+34.454532,37532.11241,-395656.613,Jan,1,
Ixodes pacificus,-119.6777,37.5472,-119.6777+37.5472,28437.25413,-52107.69861,Jan,0,
Ixodes pacificus,-119.7938,34.5421,-119.7938+34.5421,18920.05729,-385998.6199,Jan,0,
Ixodes pacificus,-119.7938,34.5421,-119.7938+34.5421,18920.05729,-385998.6199,Jan,1,
Ixodes pacificus,-120.07083,34.55138,-120.07083+34.55138,-6496.759545,-384986.825,Jan,0,
Ixodes pacificus,-120.20972,38.06277,-120.20972+38.06277,-18375.44367,5178.379813,Jan,0,
Ixodes pacificus,-120.2163,38.5002,-120.2163+38.5002,-18841.07467,53805.92949,Jan,0,
Ixodes pacificus,-120.21777,38.06722,-120.21777+38.06722,-19079.68194,5674.658791,Jan,0,
Ixodes pacificus,-120.27388,38.06722,-120.27388+38.06722,-23995.97698,5687.40586,Jan,0,
Ixodes pacificus,-120.32888,38.00861,-120.32888+38.00861,-28837.60799,-812.7026069,Jan,0,
Ixodes pacificus,-120.32888,38.00861,-120.32888+38.00861,-28837.60799,-812.7026069,Jan,1,
Ixodes pacificus,-120.398,38.0385,-120.398+38.0385,-34884.60187,2533.270017,Jan,0,
Ixodes pacificus,-120.399,38.0332,-120.399+38.0332,-34974.73347,1944.461313,Jan,0,
Ixodes pacificus,-120.40027,38.03638,-120.40027+38.03638,-35084.56704,2298.436842,Jan,0,
Ixodes pacificus,-120.471385,38.0512,-120.471385+38.0512,-41309.91875,3974.558076,Jan,0,
Ixodes pacificus,-120.471385,38.0512,-120.471385+38.0512,-41309.91875,3974.558076,Jan,1,
Ixodes pacificus,-120.471385,38.0512,-120.471385+38.0512,-41309.91875,3974.558076,Jan,1,
Ixodes pacificus,-120.47397,35.28844,-120.47397+35.28844,-43071.358,-303051.5252,Jan,0,
Ixodes pacificus,-120.47397,35.28844,-120.47397+35.28844,-43071.358,-303051.5252,Jan,1,
Ixodes pacificus,-120.4746,38.053,-120.4746+38.053,-41590.66961,4176.060703,Jan,0,
Ixodes pacificus,-120.49527,38.77166,-120.49527+38.77166,-42984.76209,84071.33325,Jan,0,
Ixodes pacificus,-120.5001,38.4458,-120.5001+38.4458,-43595.02932,47852.27213,Jan,0,
Ixodes pacificus,-120.508,37.982,-120.508+37.982,-44559.958,-3701.484499,Jan,0,
Ixodes pacificus,-120.5515,38.0326,-120.5515+38.0326,-48342.95868,1944.771944,Jan,0,
Ixodes pacificus,-120.6422,38.425102,-120.6422+38.425102,-55997.99545,45626.12922,Jan,0,
Ixodes pacificus,-120.6422,38.425102,-120.6422+38.425102,-55997.99545,45626.12922,Jan,1,
Ixodes pacificus,-120.642289,38.425102,-120.642289+38.425102,-56005.75603,45626.18179,Jan,0,
Ixodes pacificus,-120.739472,35.422511,-120.739472+35.422511,-67082.58281,-288007.4337,Jan,0,
Ixodes pacificus,-120.739472,35.422511,-120.739472+35.422511,-67082.58281,-288007.4337,Jan,1,
Ixodes pacificus,-120.739472,35.422511,-120.739472+35.422511,-67082.58281,-288007.4337,Jan,1,
Ixodes pacificus,-120.739472,35.422511,-120.739472+35.422511,-67082.58281,-288007.4337,Jan,1,
Ixodes pacificus,-120.7487,39.3596,-120.7487+39.3596,-64464.27341,149558.2435,Jan,0,
Ixodes pacificus,-120.76277,38.94305,-120.76277+38.94305,-66048.16997,103274.7695,Jan,0,
Ixodes pacificus,-120.7903,38.9242,-120.7903+38.9242,-68449.44013,101199.2384,Jan,0,
Ixodes pacificus,-120.880096,35.256882,-120.880096+35.256882,-80010.18485,-306292.4871,Jan,0,
Ixodes pacificus,-120.880096,35.256882,-120.880096+35.256882,-80010.18485,-306292.4871,Jan,1,
Ixodes pacificus,-120.8936,38.8017,-120.8936+38.8017,-77524.68531,87663.43079,Jan,0,
Ixodes pacificus,-120.8936,38.8017,-120.8936+38.8017,-77524.68531,87663.43079,Jan,1,
Ixodes pacificus,-120.911833,39.539407,-120.911833+39.539407,-78317.97326,169661.0934,Jan,0,
Ixodes pacificus,-120.911833,39.539407,-120.911833+39.539407,-78317.97326,169661.0934,Jan,1,
Ixodes pacificus,-120.9162,39.2843,-120.9162+39.2843,-78967.00103,141317.1556,Jan,0,
Ixodes pacificus,-120.952,38.961,-120.952+38.961,-82413.32483,105417.9329,Jan,0,
Ixodes pacificus,-120.95694,38.97861,-120.95694+38.97861,-82821.20994,107379.4206,Jan,0,
Ixodes pacificus,-121.012,38.942,-121.012+38.942,-87629.86238,103360.0645,Jan,0,
Ixodes pacificus,-121.01666,39.27027,-121.01666+39.27027,-87642.14493,139846.318,Jan,0,
Ixodes pacificus,-121.01666,39.27027,-121.01666+39.27027,-87642.14493,139846.318,Jan,1,
Ixodes pacificus,-121.01666,39.27027,-121.01666+39.27027,-87642.14493,139846.318,Jan,1,
Ixodes pacificus,-121.0205,38.1604,-121.0205+38.1604,-89301.01501,16491.80326,Jan,0,
Ixodes pacificus,-121.025,38.779,-121.025+38.779,-88951.38128,85255.76535,Jan,0,
Ixodes pacificus,-121.0282,38.8811,-121.0282+38.8811,-89106.00375,96606.62863,Jan,0,
Ixodes pacificus,-121.032,38.775,-121.032+38.775,-89563.67742,84817.77051,Jan,0,
Ixodes pacificus,-121.034,38.774,-121.034+38.774,-89738.45797,84708.51545,Jan,0,
Ixodes pacificus,-121.03611,38.91722,-121.03611+38.91722,-89747.60938,100628.5422,Jan,0,
Ixodes pacificus,-121.03611,38.91722,-121.03611+38.91722,-89747.60938,100628.5422,Jan,1,
Ixodes pacificus,-121.0363,38.7739,-121.0363+38.7739,-89938.18568,84699.58027,Jan,0,
Ixodes pacificus,-121.038,39.918,-121.038+39.918,-88693.77112,211834.0405,Jan,0,
Ixodes pacificus,-121.0386,38.7745,-121.0386+38.7745,-90137.06154,84768.45229,Jan,0,
Ixodes pacificus,-121.04297,38.77411,-121.04297+38.77411,-90516.78742,84729.26874,Jan,0,
Ixodes pacificus,-121.04297,38.77411,-121.04297+38.77411,-90516.78742,84729.26874,Jan,1,
Ixodes pacificus,-121.0436,38.7714,-121.0436+38.7714,-90574.77766,84428.6642,Jan,0,
Ixodes pacificus,-121.0436,38.7714,-121.0436+38.7714,-90574.77766,84428.6642,Jan,1,
Ixodes pacificus,-121.0436,38.7714,-121.0436+38.7714,-90574.77766,84428.6642,Jan,1,
Ixodes pacificus,-121.0436,38.7714,-121.0436+38.7714,-90574.77766,84428.6642,Jan,1,
Ixodes pacificus,-121.0463,38.7734,-121.0463+38.7734,-90806.65268,84653.53935,Jan,0,
Ixodes pacificus,-121.0467,38.7761,-121.0467+38.7761,-90838.05383,84954.01701,Jan,0,
Ixodes pacificus,-121.04812,38.77159,-121.04812+38.77159,-90966.8271,84454.10952,Jan,0,
Ixodes pacificus,-121.04812,38.77159,-121.04812+38.77159,-90966.8271,84454.10952,Jan,1,
Ixodes pacificus,-121.052,39.1754,-121.052+39.1754,-90805.56662,129336.8105,Jan,0,
Ixodes pacificus,-121.052,39.1754,-121.052+39.1754,-90805.56662,129336.8105,Jan,1,
Ixodes pacificus,-121.0535,38.7591,-121.0535+38.7591,-91449.1727,83071.06747,Jan,0,
Ixodes pacificus,-121.0641,39.253,-121.0641+39.253,-91753.18063,137972.0444,Jan,0,
Ixodes pacificus,-121.0641,39.253,-121.0641+39.253,-91753.18063,137972.0444,Jan,1,
Ixodes pacificus,-121.0641,39.253,-121.0641+39.253,-91753.18063,137972.0444,Jan,1,
Ixodes pacificus,-121.0641,39.253,-121.0641+39.253,-91753.18063,137972.0444,Jan,1,
Ixodes pacificus,-121.0654,38.8818,-121.0654+38.8818,-92328.86809,96720.0235,Jan,0,
Ixodes pacificus,-121.074,38.991,-121.074+38.991,-92936.64305,108864.9394,Jan,0,
Ixodes pacificus,-121.0838,39.3944,-121.0838+39.3944,-93272.15479,153704.0652,Jan,0,
Ixodes pacificus,-121.091,38.819,-121.091+38.819,-94627.6481,89765.47158,Jan,0,
Ixodes pacificus,-121.095,39.392,-121.095+39.392,-94239.07937,153448.4548,Jan,0,
Ixodes pacificus,-121.1294,38.7705,-121.1294+38.7705,-98022.36526,84413.97229,Jan,0,
Ixodes pacificus,-121.133,39.399,-121.133+39.399,-97500.06672,154264.7117,Jan,0,
Ixodes pacificus,-121.155,39.428,-121.155+39.428,-99353.9424,157509.9549,Jan,0,
Ixodes pacificus,-121.155,39.428,-121.155+39.428,-99353.9424,157509.9549,Jan,1,
Ixodes pacificus,-121.1828,36.4893,-121.1828+36.4893,-105820.2737,-169084.601,Jan,0,
Ixodes pacificus,-121.1828,36.4893,-121.1828+36.4893,-105820.2737,-169084.601,Jan,1,
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488,Jan,0,
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488,Jan,1,
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488,Jan,1,
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488,Jan,1,
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488,Jan,1,
Ixodes pacificus,-121.311,38.6141,-121.311+38.6141,-114023.3396,67233.79576,Jan,0,
Ixodes pacificus,-121.311,38.6141,-121.311+38.6141,-114023.3396,67233.79576,Jan,1,
Ixodes pacificus,-121.3709,37.4204,-121.3709+37.4204,-121151.4812,-65375.74155,Jan,0,
Ixodes pacificus,-121.3709,37.4204,-121.3709+37.4204,-121151.4812,-65375.74155,Jan,1,
Ixodes pacificus,-121.3712,37.4205,-121.3712+37.4205,-121177.831,-65364.24297,Jan,0,
Ixodes pacificus,-121.3712,37.4205,-121.3712+37.4205,-121177.831,-65364.24297,Jan,1,
Ixodes pacificus,-121.3812,37.4225,-121.3812+37.4225,-122058.2738,-65129.11175,Jan,0,
Ixodes pacificus,-121.3812,37.4225,-121.3812+37.4225,-122058.2738,-65129.11175,Jan,1,
Ixodes pacificus,-121.3816,37.4225,-121.3816+37.4225,-122093.6201,-65128.5967,Jan,0,
Ixodes pacificus,-121.3999,37.034,-121.3999+37.034,-124348.3432,-108285.6651,Jan,0,
Ixodes pacificus,-121.3999,37.034,-121.3999+37.034,-124348.3432,-108285.6651,Jan,1,
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131,Jan,0,
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131,Jan,1,
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131,Jan,1,
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131,Jan,1,
Ixodes pacificus,-121.605,37.651,-121.605+37.651,-141404.1784,-39420.10768,Jan,0,
Ixodes pacificus,-121.7556,39.87001,-121.7556+39.87001,-150104.3065,207406.8671,Jan,0,
Ixodes pacificus,-121.7556,39.87001,-121.7556+39.87001,-150104.3065,207406.8671,Jan,1,
Ixodes pacificus,-121.7784,37.6414,-121.7784+37.6414,-156699.5505,-40214.52231,Jan,0,
Ixodes pacificus,-121.781022,39.222048,-121.781022+39.222048,-153630.1237,135460.3514,Jan,0,
Ixodes pacificus,-121.8354,36.283,-121.8354+36.283,-164644.1505,-191077.0048,Jan,0,
Ixodes pacificus,-121.862396,40.477039,-121.862396+40.477039,-157909.942,274992.4556,Jan,0,
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238,Jan,0,
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238,Jan,1,
Ixodes pacificus,-121.958,37.835,-121.958+37.835,-172078.1116,-18385.43721,Jan,0,
Ixodes pacificus,-121.996079,40.429752,-121.996079+40.429752,-169353.7459,269973.1115,Jan,0,
Ixodes pacificus,-121.996079,40.429752,-121.996079+40.429752,-169353.7459,269973.1115,Jan,1,
Ixodes pacificus,-122.02889,37.0175,-122.02889+37.0175,-180251.9279,-109109.0114,Jan,0,
Ixodes pacificus,-122.0303,37.7921,-122.0303+37.7921,-178533.3784,-23019.75374,Jan,0,
Ixodes pacificus,-122.04166,36.99194,-122.04166+36.99194,-181447.4575,-111925.0954,Jan,0,
Ixodes pacificus,-122.0471,36.9973,-122.0471+36.9973,-181917.9889,-111319.025,Jan,0,
Ixodes pacificus,-122.063056,37.036944,-122.063056+37.036944,-183239.8428,-106882.7266,Jan,0,
Ixodes pacificus,-122.112,37.765,-122.112+37.765,-185783.6104,-25874.68103,Jan,0,
Ixodes pacificus,-122.13333,38.23333,-122.13333+38.23333,-186488.2341,26216.68209,Jan,0,
Ixodes pacificus,-122.1411,37.7578,-122.1411+37.7578,-188361.0705,-26617.46077,Jan,0,
Ixodes pacificus,-122.15023,40.52259,-122.15023+40.52259,-182196.5432,280565.7823,Jan,0,
Ixodes pacificus,-122.15023,40.52259,-122.15023+40.52259,-182196.5432,280565.7823,Jan,1,
Ixodes pacificus,-122.1628,37.9244,-122.1628+37.9244,-189847.3324,-8058.549305,Jan,0,
Ixodes pacificus,-122.1628,37.9244,-122.1628+37.9244,-189847.3324,-8058.549305,Jan,1,
Ixodes pacificus,-122.164965,37.314475,-122.164965+37.314475,-191585.4815,-75839.01446,Jan,0,
Ixodes pacificus,-122.176,37.324,-122.176+37.324,-192537.5436,-74758.12258,Jan,0,
Ixodes pacificus,-122.176,37.324,-122.176+37.324,-192537.5436,-74758.12258,Jan,1,
Ixodes pacificus,-122.178762,37.330788,-122.178762+37.330788,-192764.5513,-73998.14283,Jan,0,
Ixodes pacificus,-122.178762,37.330788,-122.178762+37.330788,-192764.5513,-73998.14283,Jan,1,
Ixodes pacificus,-122.178762,37.330788,-122.178762+37.330788,-192764.5513,-73998.14283,Jan,1,
Ixodes pacificus,-122.1789,37.3253,-122.1789+37.3253,-192790.7778,-74607.75718,Jan,0,
Ixodes pacificus,-122.1789,37.3253,-122.1789+37.3253,-192790.7778,-74607.75718,Jan,1,
Ixodes pacificus,-122.1789,37.3253,-122.1789+37.3253,-192790.7778,-74607.75718,Jan,1,
Ixodes pacificus,-122.1796,37.3269,-122.1796+37.3269,-192848.6153,-74428.52167,Jan,0,
Ixodes pacificus,-122.23361,40.93333,-122.23361+40.93333,-188186.1665,326317.3402,Jan,0,
Ixodes pacificus,-122.23361,40.93333,-122.23361+40.93333,-188186.1665,326317.3402,Jan,1,
Ixodes pacificus,-122.2387,37.4062,-122.2387+37.4062,-197868.6581,-65493.9486,Jan,0,
Ixodes pacificus,-122.2387,37.4062,-122.2387+37.4062,-197868.6581,-65493.9486,Jan,1,
Ixodes pacificus,-122.2387,37.4062,-122.2387+37.4062,-197868.6581,-65493.9486,Jan,1,
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038,Jan,0,
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038,Jan,1,
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038,Jan,1,
Ixodes pacificus,-122.2449,37.8324,-122.2449+37.8324,-197294.8104,-18115.51826,Jan,0,
Ixodes pacificus,-122.2449,37.8324,-122.2449+37.8324,-197294.8104,-18115.51826,Jan,1,
Ixodes pacificus,-122.24581,37.90472,-122.24581+37.90472,-197184.3495,-10076.28846,Jan,0,
Ixodes pacificus,-122.247,37.361,-122.247+37.361,-198721.1977,-70499.74121,Jan,0,
Ixodes pacificus,-122.24739,40.94267,-122.24739+40.94267,-189322.3766,327381.2144,Jan,0,
Ixodes pacificus,-122.2474,37.8934,-122.2474+37.8934,-197353.755,-11331.03627,Jan,0,
Ixodes pacificus,-122.2476,37.906368,-122.2476+37.906368,-197337.142,-9889.412509,Jan,0,
Ixodes pacificus,-122.248714,37.898611,-122.248714+37.898611,-197455.3834,-10749.17238,Jan,0,
Ixodes pacificus,-122.2501,37.902,-122.2501+37.902,-197568.1229,-10369.64633,Jan,0,
Ixodes pacificus,-122.2527,40.8705,-122.2527+40.8705,-189959.9432,319383.0547,Jan,0,
Ixodes pacificus,-122.25296,38.27978,-122.25296+38.27978,-196821.3246,31620.72093,Jan,0,
Ixodes pacificus,-122.25296,38.27978,-122.25296+38.27978,-196821.3246,31620.72093,Jan,1,
Ixodes pacificus,-122.25305,40.94194,-122.25305+40.94194,-189801.0193,327311.5252,Jan,0,
Ixodes pacificus,-122.25375,37.89896,-122.25375+37.89896,-197896.5823,-10699.88596,Jan,0,
Ixodes pacificus,-122.2545,37.9059,-122.2545+37.9059,-197944.082,-9927.039963,Jan,0,
Ixodes pacificus,-122.2545,37.9059,-122.2545+37.9059,-197944.082,-9927.039963,Jan,1,
Ixodes pacificus,-122.2545,37.9059,-122.2545+37.9059,-197944.082,-9927.039963,Jan,1,
Ixodes pacificus,-122.2545,37.9059,-122.2545+37.9059,-197944.082,-9927.039963,Jan,1,
Ixodes pacificus,-122.2545,37.9059,-122.2545+37.9059,-197944.082,-9927.039963,Jan,1,
Ixodes pacificus,-122.2545,37.9059,-122.2545+37.9059,-197944.082,-9927.039963,Jan,1,
Ixodes pacificus,-122.25659,37.90103,-122.25659+37.90103,-198140.4339,-10463.90386,Jan,0,
Ixodes pacificus,-122.2586,37.901,-122.2586+37.901,-198316.9695,-10463.03533,Jan,0,
Ixodes pacificus,-122.2586,37.901,-122.2586+37.901,-198316.9695,-10463.03533,Jan,1,
Ixodes pacificus,-122.26015,37.90338,-122.26015+37.90338,-198446.736,-10195.28991,Jan,0,
Ixodes pacificus,-122.2643,37.9084,-122.2643+37.9084,-198797.7224,-9628.696687,Jan,0,
Ixodes pacificus,-122.265,37.90972,-122.265+37.90972,-198855.6633,-9480.530233,Jan,0,
Ixodes pacificus,-122.267035,40.468157,-122.267035+40.468157,-192236.5846,274753.5796,Jan,0,
Ixodes pacificus,-122.267035,40.468157,-122.267035+40.468157,-192236.5846,274753.5796,Jan,1,
Ixodes pacificus,-122.267581,40.472189,-122.267581+40.472189,-192272.1671,275202.3005,Jan,0,
Ixodes pacificus,-122.267581,40.472189,-122.267581+40.472189,-192272.1671,275202.3005,Jan,1,
Ixodes pacificus,-122.26879,37.9127,-122.26879+37.9127,-199180.418,-9141.391726,Jan,0,
Ixodes pacificus,-122.26879,37.9127,-122.26879+37.9127,-199180.418,-9141.391726,Jan,1,
Ixodes pacificus,-122.291,37.439,-122.291+37.439,-202402.2588,-61738.42581,Jan,0,
Ixodes pacificus,-122.291,37.439,-122.291+37.439,-202402.2588,-61738.42581,Jan,1,
Ixodes pacificus,-122.291,37.439,-122.291+37.439,-202402.2588,-61738.42581,Jan,1,
Ixodes pacificus,-122.293371,40.430836,-122.293371+40.430836,-194569.607,270664.042,Jan,0,
Ixodes pacificus,-122.316909,40.622672,-122.316909+40.622672,-196045.6715,292008.0167,Jan,0,
Ixodes pacificus,-122.3249,38.9147,-122.3249+38.9147,-201374.3943,102327.227,Jan,0,
Ixodes pacificus,-122.342655,40.493874,-122.342655+40.493874,-198577.0907,277764.3659,Jan,0,
Ixodes pacificus,-122.37531,40.59766,-122.37531+40.59766,-201055.8607,289354.0021,Jan,0,
Ixodes pacificus,-122.37531,40.59766,-122.37531+40.59766,-201055.8607,289354.0021,Jan,1,
Ixodes pacificus,-122.387552,40.604518,-122.387552+40.604518,-202072.6864,290141.2627,Jan,0,
Ixodes pacificus,-122.390887,40.690397,-122.390887+40.690397,-202114.4574,299680.4697,Jan,0,
Ixodes pacificus,-122.390887,40.690397,-122.390887+40.690397,-202114.4574,299680.4697,Jan,1,
Ixodes pacificus,-122.390887,40.690397,-122.390887+40.690397,-202114.4574,299680.4697,Jan,1,
Ixodes pacificus,-122.41249,40.99651,-122.41249+40.99651,-203075.7005,333697.0596,Jan,0,
Ixodes pacificus,-122.41249,40.99651,-122.41249+40.99651,-203075.7005,333697.0596,Jan,1,
Ixodes pacificus,-122.41249,40.99651,-122.41249+40.99651,-203075.7005,333697.0596,Jan,1,
Ixodes pacificus,-122.41435,39.00819,-122.41435+39.00819,-208856.0426,112908.5796,Jan,0,
Ixodes pacificus,-122.41435,39.00819,-122.41435+39.00819,-208856.0426,112908.5796,Jan,1,
Ixodes pacificus,-122.41435,39.00819,-122.41435+39.00819,-208856.0426,112908.5796,Jan,1,
Ixodes pacificus,-122.4151,40.99554,-122.4151+40.99554,-203298.0979,333595.0257,Jan,0,
Ixodes pacificus,-122.41664,39.0085,-122.41664+39.0085,-209053.2216,112948.0703,Jan,0,
Ixodes pacificus,-122.417094,40.938967,-122.417094+40.938967,-203625.9844,327321.9948,Jan,0,
Ixodes pacificus,-122.4426,38.5618,-122.4426+38.5618,-212577.4868,63370.38799,Jan,0,
Ixodes pacificus,-122.4426,38.5618,-122.4426+38.5618,-212577.4868,63370.38799,Jan,1,
Ixodes pacificus,-122.4426,38.5618,-122.4426+38.5618,-212577.4868,63370.38799,Jan,1,
Ixodes pacificus,-122.4426,38.5618,-122.4426+38.5618,-212577.4868,63370.38799,Jan,1,
Ixodes pacificus,-122.44733,40.611674,-122.44733+40.611674,-207110.4631,291064.56,Jan,0,
Ixodes pacificus,-122.45,38.5757,-122.45+38.5757,-213181.4396,64931.59392,Jan,0,
Ixodes pacificus,-122.45239,37.60495,-122.45239+37.60495,-216180.4042,-42940.12878,Jan,0,
Ixodes pacificus,-122.45239,37.60495,-122.45239+37.60495,-216180.4042,-42940.12878,Jan,1,
Ixodes pacificus,-122.45239,37.60495,-122.45239+37.60495,-216180.4042,-42940.12878,Jan,1,
Ixodes pacificus,-122.464346,38.001489,-122.464346+38.001489,-216088.4212,1154.204389,Jan,0,
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591,Jan,0,
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591,Jan,1,
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591,Jan,1,
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591,Jan,1,
Ixodes pacificus,-122.498476,40.494039,-122.498476+40.494039,-211782.016,278119.9032,Jan,0,
Ixodes pacificus,-122.5081,38.53918,-122.5081+38.53918,-218343.1256,61005.68227,Jan,0,
Ixodes pacificus,-122.5081,38.53918,-122.5081+38.53918,-218343.1256,61005.68227,Jan,1,
Ixodes pacificus,-122.5085,38.5433,-122.5085+38.5433,-218365.8238,61464.41935,Jan,0,
Ixodes pacificus,-122.5085,38.5433,-122.5085+38.5433,-218365.8238,61464.41935,Jan,1,
Ixodes pacificus,-122.522,38.555,-122.522+38.555,-219506.1411,62795.69763,Jan,0,
Ixodes pacificus,-122.522,38.555,-122.522+38.555,-219506.1411,62795.69763,Jan,1,
Ixodes pacificus,-122.52255,38.98071,-122.52255+38.98071,-218295.1479,110099.0904,Jan,0,
Ixodes pacificus,-122.52255,38.98071,-122.52255+38.98071,-218295.1479,110099.0904,Jan,1,
Ixodes pacificus,-122.52777,37.82166,-122.52777+37.82166,-222181.4736,-18683.29793,Jan,0,
Ixodes pacificus,-122.52777,37.82166,-122.52777+37.82166,-222181.4736,-18683.29793,Jan,1,
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672,Jan,0,
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672,Jan,1,
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672,Jan,1,
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672,Jan,1,
Ixodes pacificus,-122.568111,38.566824,-122.568111+38.566824,-223482.933,64217.2919,Jan,0,
Ixodes pacificus,-122.5997,38.6527,-122.5997+38.6527,-225969.4928,73834.39048,Jan,0,
Ixodes pacificus,-122.5997,38.6527,-122.5997+38.6527,-225969.4928,73834.39048,Jan,1,
Ixodes pacificus,-122.653,38.448,-122.653+38.448,-231237.8693,51217.39576,Jan,0,
Ixodes pacificus,-122.71688,38.84777,-122.71688+38.84777,-235530.997,95793.80068,Jan,0,
Ixodes pacificus,-122.71688,38.84777,-122.71688+38.84777,-235530.997,95793.80068,Jan,1,
Ixodes pacificus,-122.71688,38.84777,-122.71688+38.84777,-235530.997,95793.80068,Jan,1,
Ixodes pacificus,-122.77467,39.04323,-122.77467+39.04323,-239903.8133,117654.3694,Jan,0,
Ixodes pacificus,-122.80735,40.74593,-122.80735+40.74593,-237128.4335,306808.3136,Jan,0,
Ixodes pacificus,-122.81353,39.01781,-122.81353+39.01781,-243346.5971,114929.3618,Jan,0,
Ixodes pacificus,-122.90761,38.93461,-122.90761+38.93461,-251764.8051,105931.8929,Jan,0,
Ixodes pacificus,-122.9506,39.2527,-122.9506+39.2527,-254385.9974,141382.5781,Jan,0,
Ixodes pacificus,-122.97444,38.90444,-122.97444+38.90444,-257654.8322,102759.7165,Jan,0,
Ixodes pacificus,-122.97444,38.90444,-122.97444+38.90444,-257654.8322,102759.7165,Jan,1,
Ixodes pacificus,-122.99986,39.30372,-122.99986+39.30372,-258452.1866,147182.9952,Jan,0,
Ixodes pacificus,-122.99986,39.30372,-122.99986+39.30372,-258452.1866,147182.9952,Jan,1,
Ixodes pacificus,-123.00844,39.08811,-123.00844+39.08811,-259951.3809,123256.3661,Jan,0,
Ixodes pacificus,-123.0597,38.3031,-123.0597+38.3031,-267194.6268,36186.27899,Jan,0,
Ixodes pacificus,-123.0597,38.3031,-123.0597+38.3031,-267194.6268,36186.27899,Jan,1,
Ixodes pacificus,-123.365,39.412,-123.365+39.412,-289471.3833,160264.3481,Jan,0,
Ixodes pacificus,-123.384,39.444,-123.384+39.444,-290978.2602,163876.2472,Jan,0,
Ixodes pacificus,-123.632,39.833,-123.632+39.833,-310637.5162,207856.131,Jan,0,
Ixodes pacificus,-124.0092,40.3528,-124.0092+40.3528,-340439.5461,266843.6398,Jan,0,
